Seq,Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
1,1651391498.352111,1651391498.361154,TCP,172.16.1.2,55520,172.16.2.2,80,,P,T1595.003,,
2,1651391498.3523962,1651391498.3608096,TCP,172.16.2.2,80,172.16.1.2,55520,,,,,
3,1651391498.351585,1651391498.3781407,TCP,172.16.1.2,55514,172.16.2.2,80,,P,T1595.004,,
4,1651391498.3520076,1651391498.378035,TCP,172.16.2.2,80,172.16.1.2,55514,,,,,
5,1651391498.3479047,1651391498.3874335,TCP,172.16.1.2,55508,172.16.2.2,80,,P,T1595.005,,
6,1651391498.3484275,1651391498.3870184,TCP,172.16.2.2,80,172.16.1.2,55508,,,,,
7,1651391498.352117,1651391498.3878295,TCP,172.16.1.2,55522,172.16.2.2,80,,P,T1595.006,,
8,1651391498.3523965,1651391498.387765,TCP,172.16.2.2,80,172.16.1.2,55522,,,,,
9,1651391498.3526351,1651391498.390156,TCP,172.16.1.2,55526,172.16.2.2,80,,P,T1595.007,,
10,1651391498.3531508,1651391498.390078,TCP,172.16.2.2,80,172.16.1.2,55526,,,,,
11,1651391498.3523824,1651391498.390571,TCP,172.16.1.2,55524,172.16.2.2,80,,P,T1595.008,,
12,1651391498.3525708,1651391498.390499,TCP,172.16.2.2,80,172.16.1.2,55524,,,,,
13,1651391498.3519807,1651391498.398883,TCP,172.16.1.2,55518,172.16.2.2,80,,P,T1595.009,,
14,1651391498.3522167,1651391498.3988163,TCP,172.16.2.2,80,172.16.1.2,55518,,,,,
15,1651391498.351578,1651391498.4090092,TCP,172.16.1.2,55512,172.16.2.2,80,,P,T1595.010,,
16,1651391498.3520076,1651391498.4088426,TCP,172.16.2.2,80,172.16.1.2,55512,,,,,
17,1651391498.35313,1651391498.4092245,TCP,172.16.1.2,55528,172.16.2.2,80,,P,T1595.011,,
