Flow Number,Seq,Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
1.0,1,1718308588.649041,1718308589.055875,TCP,192.168.10.150,51696,192.168.10.140,22,,P,T1001.002,1.0,1.0
,2,1718308588.649184,1718308589.055436,TCP,192.168.10.140,22,192.168.10.150,51696,,,,,
