"Flow Number, Seq",Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
69,1717518660.0604613,1717518660.074509,TCP,192.168.0.20,44284.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
70,1717518660.0636263,1717518660.079588,TCP,192.168.0.11,80.0,192.168.0.20,44284.0,,,,,
71,1717518660.5690408,1717518660.5762126,TCP,192.168.0.20,44288.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
72,1717518660.569926,1717518660.5769608,TCP,192.168.0.11,80.0,192.168.0.20,44288.0,,,,,
73,1717518661.1621768,1717518661.1749632,TCP,192.168.0.20,44302.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
74,1717518661.1629667,1717518661.1806295,TCP,192.168.0.11,80.0,192.168.0.20,44302.0,,,,,
75,1717518661.8621185,1717518661.8717303,TCP,192.168.0.20,44310.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
76,1717518661.8630044,1717518661.8722365,TCP,192.168.0.11,80.0,192.168.0.20,44310.0,,,,,
77,1717518490.7769723,1717518490.7769723,UDP,192.168.0.20,37196.0,192.168.0.35,53.0,,P,T1568.001,1.0,1.0
78,1717518490.7781467,1717518490.7781467,UDP,192.168.0.35,53.0,192.168.0.20,37196.0,,,,,
79,1717518490.7783394,1717518490.7783394,UDP,192.168.0.20,43028.0,192.168.0.35,53.0,,P,T1568.001,1.0,1.0
80,1717518490.77945,1717518490.77945,UDP,192.168.0.35,53.0,192.168.0.20,43028.0,,,,,
81,1717518491.8206186,1717518491.8206186,UDP,192.168.0.20,44554.0,192.168.0.35,53.0,,P,T1568.001,1.0,1.0
82,1717518491.8633685,1717518491.8633685,UDP,192.168.0.35,53.0,192.168.0.20,44554.0,,,,,
83,1717518491.8637605,1717518491.8637605,UDP,192.168.0.20,41508.0,192.168.0.35,53.0,,P,T1568.001,1.0,1.0
84,1717518491.8865964,1717518491.8865964,UDP,192.168.0.35,53.0,192.168.0.20,41508.0,,,,,
85,1717518662.7556937,1717518662.7660532,TCP,192.168.0.20,60420.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
86,1717518662.7565384,1717518662.7904117,TCP,192.168.0.10,80.0,192.168.0.20,60420.0,,,,,
87,1717518663.573748,1717518663.601376,TCP,192.168.0.20,44320.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
88,1717518663.5749316,1717518663.6020703,TCP,192.168.0.11,80.0,192.168.0.20,44320.0,,,,,
89,1717518492.8239748,1717518492.8239748,UDP,192.168.0.20,44818.0,192.168.0.35,53.0,,P,T1568.001,1.0,1.0
90,1717518492.8251605,1717518492.8251605,UDP,192.168.0.35,53.0,192.168.0.20,44818.0,,,,,
91,1717518492.8253007,1717518492.8253007,UDP,192.168.0.20,60222.0,192.168.0.35,53.0,,P,T1568.001,1.0,1.0
92,1717518492.8263664,1717518492.8263664,UDP,192.168.0.35,53.0,192.168.0.20,60222.0,,,,,
93,1717518493.8306744,1717518493.8306744,UDP,192.168.0.20,33610.0,192.168.0.35,53.0,,P,T1568.001,1.0,1.0
94,1717518493.83413,1717518493.83413,UDP,192.168.0.35,53.0,192.168.0.20,33610.0,,,,,
95,1717518493.8356695,1717518493.8356695,UDP,192.168.0.20,35544.0,192.168.0.35,53.0,,P,T1568.001,1.0,1.0
96,1717518493.8381157,1717518493.8381157,UDP,192.168.0.35,53.0,192.168.0.20,35544.0,,,,,
97,1717518664.569541,1717518664.5783048,TCP,192.168.0.20,60428.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
98,1717518664.5703409,1717518664.581326,TCP,192.168.0.10,80.0,192.168.0.20,60428.0,,,,,
99,1717518665.6706216,1717518665.6778424,TCP,192.168.0.20,43058.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
100,1717518665.6714363,1717518665.679386,TCP,192.168.0.11,80.0,192.168.0.20,43058.0,,,,,
101,1717518490.7748485,1717518494.832306,ICMP,192.168.0.20,,192.168.0.11,,0x00000000_0x00000100_0x0001,,,,
102,1717518490.7764187,1717518494.8707235,ICMP,192.168.0.11,,192.168.0.20,,0x00000000_0x00000001_0x0001,,,,
103,1717518494.8800993,1717518494.8800993,UDP,192.168.0.20,53422.0,192.168.0.35,53.0,,P,T1568.001,1.0,1.0
104,1717518494.9212196,1717518494.9212196,UDP,192.168.0.35,53.0,192.168.0.20,53422.0,,,,,
105,1717518494.9391036,1717518494.9391036,UDP,192.168.0.20,52688.0,192.168.0.35,53.0,,P,T1568.001,1.0,1.0
106,1717518494.9707012,1717518494.9707012,UDP,192.168.0.35,53.0,192.168.0.20,52688.0,,,,,
107,1717518666.8722837,1717518666.8804257,TCP,192.168.0.20,33236.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
108,1717518666.8731909,1717518666.8804045,TCP,192.168.0.10,80.0,192.168.0.20,33236.0,,,,,
109,1717518668.172522,1717518668.1796124,TCP,192.168.0.20,33242.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
110,1717518668.1733778,1717518668.1817212,TCP,192.168.0.10,80.0,192.168.0.20,33242.0,,,,,
111,1717518669.5753393,1717518669.5843587,TCP,192.168.0.20,33248.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
112,1717518669.5767713,1717518669.5847063,TCP,192.168.0.10,80.0,192.168.0.20,33248.0,,,,,
113,1717518671.1042776,1717518671.1266265,TCP,192.168.0.20,43068.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
114,1717518671.1050527,1717518671.1273484,TCP,192.168.0.11,80.0,192.168.0.20,43068.0,,,,,
115,1717518672.6796553,1717518672.6915207,TCP,192.168.0.20,33264.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
116,1717518672.6804988,1717518672.7068317,TCP,192.168.0.10,80.0,192.168.0.20,33264.0,,,,,
117,1717518674.4299555,1717518674.5168796,TCP,192.168.0.20,33274.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
118,1717518674.456706,1717518674.5418465,TCP,192.168.0.10,80.0,192.168.0.20,33274.0,,,,,
119,1717518676.247656,1717518676.2560132,TCP,192.168.0.20,48998.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
120,1717518676.2483206,1717518676.256847,TCP,192.168.0.10,80.0,192.168.0.20,48998.0,,,,,
121,1717518678.0859196,1717518678.1092634,TCP,192.168.0.20,49014.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
122,1717518678.0867188,1717518678.1160927,TCP,192.168.0.10,80.0,192.168.0.20,49014.0,,,,,
123,1717518680.088844,1717518680.0975,TCP,192.168.0.20,53304.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
124,1717518680.0896106,1717518680.1004803,TCP,192.168.0.11,80.0,192.168.0.20,53304.0,,,,,
125,1717518682.1909428,1717518682.1997092,TCP,192.168.0.20,53320.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
126,1717518682.1919963,1717518682.20058,TCP,192.168.0.11,80.0,192.168.0.20,53320.0,,,,,
127,1717518684.39198,1717518684.4031591,TCP,192.168.0.20,49028.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
128,1717518684.3939743,1717518684.4172812,TCP,192.168.0.10,80.0,192.168.0.20,49028.0,,,,,
129,1717518528.8679943,1717518530.0501573,UDP,192.168.0.20,49579.0,192.168.0.35,53.0,,P,T1568.001,1.0,1.0
130,1717518530.0474997,1717518530.0513327,UDP,192.168.0.35,53.0,192.168.0.20,49579.0,,,,,
131,1717518530.0516596,1717518530.9836514,UDP,192.168.0.20,57784.0,192.168.0.35,53.0,,P,T1568.001,1.0,1.0
