Flow Number,Seq,Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
,252,1715337760.544161,1715337760.544161,UDP,150.214.5.121,123,10.0.2.15,52441,,,,,
127.0,253,1715337765.174447,1715337765.174447,UDP,10.0.2.15,36332,100.100.1.1,53,,L,,0.0,0.0
,254,1715337765.270557,1715337765.270557,UDP,100.100.1.1,53,10.0.2.15,36332,,,,,
128.0,255,1715337765.182698,1715337765.182698,UDP,10.0.2.15,60660,100.100.1.1,53,,L,,0.0,0.0
,256,1715337765.270556,1715337765.270556,UDP,100.100.1.1,53,10.0.2.15,60660,,,,,
129.0,257,1715337765.356743,1715337765.356743,UDP,10.0.2.15,41954,100.100.1.1,53,,L,,0.0,0.0
,258,1715337765.461206,1715337765.461206,UDP,100.100.1.1,53,10.0.2.15,41954,,,,,
130.0,259,1715337616.819961,1715337786.868365,TCP,10.0.2.15,42404,142.250.184.3,443,,L,,0.0,0.0
,260,1715337616.83344,1715337786.868346,TCP,142.250.184.3,443,10.0.2.15,42404,,,,,
131.0,261,1715337616.242205,1715337786.89296,TCP,10.0.2.15,42400,142.250.184.3,443,,L,,0.0,0.0
,262,1715337616.253089,1715337786.892938,TCP,142.250.184.3,443,10.0.2.15,42400,,,,,
132.0,263,1715337697.323615,1715337814.909631,TCP,10.0.2.15,59126,142.250.184.164,443,,L,,0.0,0.0
,264,1715337697.406413,1715337814.909602,TCP,142.250.184.164,443,10.0.2.15,59126,,,,,
133.0,265,1715337697.247182,1715337815.963098,TCP,10.0.2.15,49094,104.19.178.52,443,,L,,0.0,0.0
,266,1715337697.353652,1715337815.96308,TCP,104.19.178.52,443,10.0.2.15,49094,,,,,
134.0,267,1715337696.279384,1715337816.988257,TCP,10.0.2.15,37332,104.16.63.16,443,,L,,0.0,0.0
,268,1715337696.304228,1715337816.984528,TCP,104.16.63.16,443,10.0.2.15,37332,,,,,
135.0,269,1715337817.29449,1715337817.29449,UDP,10.0.2.15,57899,100.100.1.1,53,,L,,0.0,0.0
,270,1715337817.41121,1715337817.41121,UDP,100.100.1.1,53,10.0.2.15,57899,,,,,
136.0,271,1715337817.295709,1715337817.295709,UDP,10.0.2.15,60409,100.100.1.1,53,,L,,0.0,0.0
,272,1715337817.41121,1715337817.41121,UDP,100.100.1.1,53,10.0.2.15,60409,,,,,
137.0,273,1715337817.423744,1715337817.423744,UDP,10.0.2.15,35619,100.100.1.1,53,,L,,0.0,0.0
,274,1715337817.456831,1715337817.456831,UDP,100.100.1.1,53,10.0.2.15,35619,,,,,
138.0,275,1715337608.234847,1715337817.527142,TCP,10.0.2.15,60870,20.61.57.156,443,,L,,0.0,0.0
,276,1715337608.286398,1715337817.527116,TCP,20.61.57.156,443,10.0.2.15,60870,,,,,
139.0,277,1715337697.232742,1715337817.898475,TCP,10.0.2.15,45302,2.21.177.22,443,,L,,0.0,0.0
,278,1715337697.353652,1715337817.910472,TCP,2.21.177.22,443,10.0.2.15,45302,,,,,
140.0,279,1715337698.259277,1715337819.606779,TCP,10.0.2.15,33020,23.47.188.42,443,,L,,0.0,0.0
,280,1715337698.300162,1715337819.62415,TCP,23.47.188.42,443,10.0.2.15,33020,,,,,
141.0,281,1715337698.257774,1715337819.733109,TCP,10.0.2.15,44980,2.21.176.77,443,,L,,0.0,0.0
,282,1715337698.300161,1715337819.738941,TCP,2.21.176.77,443,10.0.2.15,44980,,,,,
142.0,283,1715337825.600494,1715337825.600494,UDP,10.0.2.15,35330,150.214.5.121,123,,P,T1219,1.0,1.0
,284,1715337825.633501,1715337825.633501,UDP,150.214.5.121,123,10.0.2.15,35330,,,,,
143.0,285,1715337569.690279,1715337833.694592,UDP,10.0.2.15,35800,108.61.171.103,21116,,P,T1219,1.0,1.0
,286,1715337569.729523,1715337833.75506,UDP,108.61.171.103,21116,10.0.2.15,35800,,,,,
144.0,287,1715337721.80785,1715337842.777958,TCP,10.0.2.15,51130,34.175.160.10,5938,,P,T1219,1.0,1.0
,288,1715337721.818658,1715337842.777941,TCP,34.175.160.10,5938,10.0.2.15,51130,,,,,
