Flow Number,Seq,Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
100.0,199,1715337697.353652,1715337697.678511,UDP,142.250.184.164,443,10.0.2.15,41549,,L,,0.0,0.0
,200,1715337705.698881,1715337705.698881,UDP,10.0.2.15,35938,100.100.1.1,53,,,,,
101.0,201,1715337705.775152,1715337705.775152,UDP,100.100.1.1,53,10.0.2.15,35938,,L,,0.0,0.0
,202,1715337705.700103,1715337705.700103,UDP,10.0.2.15,55769,100.100.1.1,53,,,,,
102.0,203,1715337705.830876,1715337705.830876,UDP,100.100.1.1,53,10.0.2.15,55769,,L,,0.0,0.0
,204,1715337705.834957,1715337705.834957,UDP,10.0.2.15,40530,100.100.1.1,53,,,,,
103.0,205,1715337705.867019,1715337705.867019,UDP,100.100.1.1,53,10.0.2.15,40530,,L,,0.0,0.0
,206,1715337713.05434,1715337713.05434,UDP,10.0.2.15,48371,100.100.1.1,53,,,,,
104.0,207,1715337713.079373,1715337713.079373,UDP,100.100.1.1,53,10.0.2.15,48371,,L,,0.0,0.0
,208,1715337713.426372,1715337713.426372,UDP,10.0.2.15,41676,100.100.1.1,53,,,,,
105.0,209,1715337713.465584,1715337713.465584,UDP,100.100.1.1,53,10.0.2.15,41676,,L,,0.0,0.0
,210,1715337713.520021,1715337713.520021,UDP,10.0.2.15,34089,100.100.1.1,53,,,,,
106.0,211,1715337713.542587,1715337713.542587,UDP,100.100.1.1,53,10.0.2.15,34089,,L,,0.0,0.0
,212,1715337714.216554,1715337714.216554,UDP,10.0.2.15,41274,100.100.1.1,53,,,,,
107.0,213,1715337714.249458,1715337714.249458,UDP,100.100.1.1,53,10.0.2.15,41274,,L,,0.0,0.0
,214,1715337714.261839,1715337714.261839,UDP,10.0.2.15,52934,100.100.1.1,53,,,,,
108.0,215,1715337714.283197,1715337714.283197,UDP,100.100.1.1,53,10.0.2.15,52934,,L,,0.0,0.0
,216,1715337714.306924,1715337714.306924,UDP,10.0.2.15,39760,100.100.1.1,53,,,,,
109.0,217,1715337714.343535,1715337714.343535,UDP,100.100.1.1,53,10.0.2.15,39760,,L,,0.0,0.0
,218,1715337714.413804,1715337714.413804,UDP,10.0.2.15,37545,100.100.1.1,53,,,,,
110.0,219,1715337714.457455,1715337714.457455,UDP,100.100.1.1,53,10.0.2.15,37545,,L,,0.0,0.0
,220,1715337714.758622,1715337714.758622,UDP,10.0.2.15,43009,100.100.1.1,53,,,,,
111.0,221,1715337714.780374,1715337714.780374,UDP,100.100.1.1,53,10.0.2.15,43009,,L,,0.0,0.0
,222,1715337715.625817,1715337715.625817,UDP,10.0.2.15,42612,100.100.1.1,53,,,,,
112.0,223,1715337715.646911,1715337715.646911,UDP,100.100.1.1,53,10.0.2.15,42612,,L,,0.0,0.0
,224,1715337716.578466,1715337716.578466,UDP,10.0.2.15,53236,100.100.1.1,53,,,,,
113.0,225,1715337716.718644,1715337716.718644,UDP,100.100.1.1,53,10.0.2.15,53236,,L,,0.0,0.0
,226,1715337716.578753,1715337716.578753,UDP,10.0.2.15,59703,100.100.1.1,53,,,,,
114.0,227,1715337716.718644,1715337716.718644,UDP,100.100.1.1,53,10.0.2.15,59703,,L,,0.0,0.0
,228,1715337720.043716,1715337720.043716,UDP,10.0.2.15,54714,100.100.1.1,53,,,,,
115.0,229,1715337720.065181,1715337720.065181,UDP,100.100.1.1,53,10.0.2.15,54714,,L,,0.0,0.0
,230,1715337720.068236,1715337720.068236,UDP,10.0.2.15,60342,100.100.1.1,53,,,,,
116.0,231,1715337720.088893,1715337720.088893,UDP,100.100.1.1,53,10.0.2.15,60342,,L,,0.0,0.0
,232,1715337721.74572,1715337721.74572,UDP,10.0.2.15,48406,100.100.1.1,53,,,,,
117.0,233,1715337721.804733,1715337721.804733,UDP,100.100.1.1,53,10.0.2.15,48406,,L,,0.0,0.0
,234,1715337721.7459,1715337721.7459,UDP,10.0.2.15,59442,100.100.1.1,53,,,,,
118.0,235,1715337721.805461,1715337721.805461,UDP,100.100.1.1,53,10.0.2.15,59442,,L,,0.0,0.0
,236,1715337721.915199,1715337721.915199,UDP,10.0.2.15,33919,100.100.1.1,53,,,,,
119.0,237,1715337721.958331,1715337721.958331,UDP,100.100.1.1,53,10.0.2.15,33919,,L,,0.0,0.0
,238,1715337721.968851,1715337721.968851,UDP,10.0.2.15,55478,100.100.1.1,53,,,,,
120.0,239,1715337721.99258,1715337721.99258,UDP,100.100.1.1,53,10.0.2.15,55478,,P,T1219,1.0,1.0
,240,1715337736.89709,1715337736.89709,UDP,10.0.2.15,33875,188.172.233.167,5938,,,,,
121.0,241,1715337736.950294,1715337736.950294,UDP,188.172.233.167,5938,10.0.2.15,33875,,P,T1219,1.0,1.0
,242,1715337736.897566,1715337736.897566,UDP,10.0.2.15,33875,37.252.224.72,5938,,,,,
122.0,243,1715337736.952753,1715337736.952753,UDP,37.252.224.72,5938,10.0.2.15,33875,,P,T1219,1.0,1.0
,244,1715337736.897933,1715337736.897933,UDP,10.0.2.15,33875,213.227.186.137,5938,,,,,
123.0,245,1715337736.921328,1715337736.921328,UDP,213.227.186.137,5938,10.0.2.15,33875,,P,T1219,1.0,1.0
,246,1715337736.898435,1715337736.898435,UDP,10.0.2.15,33875,94.16.6.173,5938,,,,,
124.0,247,1715337736.950293,1715337736.950293,UDP,94.16.6.173,5938,10.0.2.15,33875,,P,T1219,1.0,1.0
,248,1715337736.899238,1715337736.899238,UDP,10.0.2.15,33875,188.172.246.171,5938,,,,,
125.0,249,1715337736.950926,1715337736.950926,UDP,188.172.246.171,5938,10.0.2.15,33875,,L,,0.0,0.0
,250,1715337737.110965,1715337737.110965,UDP,10.0.2.15,33875,188.26.223.61,53785,,,,,
126.0,251,1715337760.492251,1715337760.492251,UDP,10.0.2.15,52441,150.214.5.121,123,,L,,0.0,0.0
