Flow Number,Seq,Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
28.0,55,1775153611.682801,1775153611.684826,TCP,10.0.0.1,58100,10.0.0.2,1025,,P,T1694,1.0,1.0
,56,1775153611.68285,1775153611.684834,TCP,10.0.0.2,1025,10.0.0.1,58100,,,,,
29.0,57,1775153611.724686,1775153611.726253,TCP,10.0.0.1,58108,10.0.0.2,1025,,P,T1695,1.0,1.0
,58,1775153611.724735,1775153611.726259,TCP,10.0.0.2,1025,10.0.0.1,58108,,,,,
30.0,59,1775153611.766365,1775153611.767934,TCP,10.0.0.1,58110,10.0.0.2,1025,,P,T1696,1.0,1.0
,60,1775153611.76641,1775153611.767951,TCP,10.0.0.2,1025,10.0.0.1,58110,,,,,
31.0,61,1775153611.808385,1775153611.81062,TCP,10.0.0.1,58116,10.0.0.2,1025,,P,T1697,1.0,1.0
,62,1775153611.808433,1775153611.810643,TCP,10.0.0.2,1025,10.0.0.1,58116,,,,,
32.0,63,1775153611.853447,1775153611.855103,TCP,10.0.0.1,58130,10.0.0.2,1025,,P,T1698,1.0,1.0
,64,1775153611.85349,1775153611.855119,TCP,10.0.0.2,1025,10.0.0.1,58130,,,,,
33.0,65,1775153611.896934,1775153611.898684,TCP,10.0.0.1,58134,10.0.0.2,1025,,P,T1699,1.0,1.0
,66,1775153611.896992,1775153611.898698,TCP,10.0.0.2,1025,10.0.0.1,58134,,,,,
34.0,67,1775153611.942213,1775153611.943982,TCP,10.0.0.1,58148,10.0.0.2,1025,,P,T1700,1.0,1.0
,68,1775153611.942269,1775153611.943998,TCP,10.0.0.2,1025,10.0.0.1,58148,,,,,
35.0,69,1775153611.984658,1775153611.986282,TCP,10.0.0.1,58162,10.0.0.2,1025,,P,T1701,1.0,1.0
,70,1775153611.984688,1775153611.986287,TCP,10.0.0.2,1025,10.0.0.1,58162,,,,,
36.0,71,1775153612.024672,1775153612.026551,TCP,10.0.0.1,58172,10.0.0.2,1025,,P,T1702,1.0,1.0
,72,1775153612.024775,1775153612.026555,TCP,10.0.0.2,1025,10.0.0.1,58172,,,,,
37.0,73,1775153612.065871,1775153612.067426,TCP,10.0.0.1,58174,10.0.0.2,1025,,P,T1703,1.0,1.0
,74,1775153612.0659,1775153612.067431,TCP,10.0.0.2,1025,10.0.0.1,58174,,,,,
38.0,75,1775153612.105146,1775153612.107231,TCP,10.0.0.1,58182,10.0.0.2,1025,,P,T1704,1.0,1.0
,76,1775153612.105193,1775153612.107237,TCP,10.0.0.2,1025,10.0.0.1,58182,,,,,
39.0,77,1775153612.147893,1775153612.149841,TCP,10.0.0.1,58190,10.0.0.2,1025,,P,T1705,1.0,1.0
,78,1775153612.147938,1775153612.14985,TCP,10.0.0.2,1025,10.0.0.1,58190,,,,,
40.0,79,1775153612.192806,1775153612.194888,TCP,10.0.0.1,58194,10.0.0.2,1025,,P,T1706,1.0,1.0
,80,1775153612.192855,1775153612.194904,TCP,10.0.0.2,1025,10.0.0.1,58194,,,,,
41.0,81,1775153612.236211,1775153612.237872,TCP,10.0.0.1,58198,10.0.0.2,1025,,P,T1707,1.0,1.0
,82,1775153612.236258,1775153612.237887,TCP,10.0.0.2,1025,10.0.0.1,58198,,,,,
42.0,83,1775153612.275169,1775153612.276474,TCP,10.0.0.1,58204,10.0.0.2,1025,,P,T1708,1.0,1.0
,84,1775153612.275198,1775153612.276497,TCP,10.0.0.2,1025,10.0.0.1,58204,,,,,
43.0,85,1775153612.31458,1775153612.315903,TCP,10.0.0.1,58218,10.0.0.2,1025,,P,T1709,1.0,1.0
,86,1775153612.314609,1775153612.315915,TCP,10.0.0.2,1025,10.0.0.1,58218,,,,,
44.0,87,1775153612.356349,1775153612.357731,TCP,10.0.0.1,58234,10.0.0.2,1025,,P,T1710,1.0,1.0
,88,1775153612.356378,1775153612.357737,TCP,10.0.0.2,1025,10.0.0.1,58234,,,,,
45.0,89,1775153612.395875,1775153612.397393,TCP,10.0.0.1,58244,10.0.0.2,1025,,P,T1711,1.0,1.0
,90,1775153612.395936,1775153612.397399,TCP,10.0.0.2,1025,10.0.0.1,58244,,,,,
46.0,91,1775153612.440704,1775153612.442304,TCP,10.0.0.1,58258,10.0.0.2,1025,,P,T1712,1.0,1.0
,92,1775153612.44075,1775153612.442323,TCP,10.0.0.2,1025,10.0.0.1,58258,,,,,
47.0,93,1775153612.481661,1775153612.483191,TCP,10.0.0.1,58266,10.0.0.2,1025,,P,T1713,1.0,1.0
,94,1775153612.48169,1775153612.483199,TCP,10.0.0.2,1025,10.0.0.1,58266,,,,,
48.0,95,1775153612.520533,1775153612.522006,TCP,10.0.0.1,58268,10.0.0.2,1025,,P,T1714,1.0,1.0
,96,1775153612.520585,1775153612.522048,TCP,10.0.0.2,1025,10.0.0.1,58268,,,,,
49.0,97,1775153612.561009,1775153612.562426,TCP,10.0.0.1,58280,10.0.0.2,1025,,P,T1715,1.0,1.0
,98,1775153612.561065,1775153612.562431,TCP,10.0.0.2,1025,10.0.0.1,58280,,,,,
50.0,99,1775153612.600841,1775153612.602387,TCP,10.0.0.1,58288,10.0.0.2,1025,,P,T1716,1.0,1.0
,100,1775153612.600864,1775153612.602402,TCP,10.0.0.2,1025,10.0.0.1,58288,,,,,
51.0,101,1775153612.645361,1775153612.646988,TCP,10.0.0.1,58296,10.0.0.2,1025,,P,T1717,1.0,1.0
