Seq,Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
72,1654936814.920609,1654936815.033876,TCP,192.168.2.2,80.0,192.168.1.3,45676.0,,P,T1586.001,,
73,1654936815.033755,1654936815.117805,TCP,192.168.1.3,45678.0,192.168.2.2,80.0,,P,T1586.001,,
74,1654936815.03395,1654936815.118059,TCP,192.168.2.2,80.0,192.168.1.3,45678.0,,P,T1586.001,,
75,1654936815.117942,1654936815.221462,TCP,192.168.1.3,45680.0,192.168.2.2,80.0,,P,T1586.001,,
76,1654936815.118204,1654936815.221914,TCP,192.168.2.2,80.0,192.168.1.3,45680.0,,P,T1586.001,,
77,1654936815.221794,1654936815.420661,TCP,192.168.1.3,45682.0,192.168.2.2,80.0,,P,T1586.001,,
78,1654936815.222021,1654936815.421208,TCP,192.168.2.2,80.0,192.168.1.3,45682.0,,P,T1586.001,,
79,1654936815.420661,1654936815.629598,TCP,192.168.1.3,45684.0,192.168.2.2,80.0,,P,T1586.001,,
80,1654936815.421229,1654936815.630164,TCP,192.168.2.2,80.0,192.168.1.3,45684.0,,P,T1586.001,,
81,1654936815.629908,1654936815.75856,TCP,192.168.1.3,45686.0,192.168.2.2,80.0,,P,T1586.001,,
82,1654936815.630537,1654936815.758925,TCP,192.168.2.2,80.0,192.168.1.3,45686.0,,P,T1586.001,,
83,1654936815.758769,1654936815.882391,TCP,192.168.1.3,45688.0,192.168.2.2,80.0,,P,T1586.001,,
84,1654936815.759079,1654936815.882833,TCP,192.168.2.2,80.0,192.168.1.3,45688.0,,P,T1586.001,,
85,1654936815.882544,1654936815.992342,TCP,192.168.1.3,45690.0,192.168.2.2,80.0,,P,T1586.001,,
86,1654936815.882843,1654936815.992682,TCP,192.168.2.2,80.0,192.168.1.3,45690.0,,P,T1586.001,,
87,1654936815.993009,1654936816.103739,TCP,192.168.1.3,45692.0,192.168.2.2,80.0,,P,T1586.001,,
88,1654936815.993405,1654936816.104159,TCP,192.168.2.2,80.0,192.168.1.3,45692.0,,P,T1586.001,,
89,1654936816.104023,1654936816.234097,TCP,192.168.1.3,45694.0,192.168.2.2,80.0,,P,T1586.001,,
90,1654936816.104264,1654936816.234379,TCP,192.168.2.2,80.0,192.168.1.3,45694.0,,P,T1586.001,,
91,1654936816.234284,1654936816.363874,TCP,192.168.1.3,45696.0,192.168.2.2,80.0,,P,T1586.001,,
92,1654936816.234603,1654936816.364195,TCP,192.168.2.2,80.0,192.168.1.3,45696.0,,P,T1586.001,,
93,1654936816.364058,1654936816.476648,TCP,192.168.1.3,45698.0,192.168.2.2,80.0,,P,T1586.001,,
94,1654936816.36435,1654936816.476907,TCP,192.168.2.2,80.0,192.168.1.3,45698.0,,P,T1586.001,,
95,1654936816.476774,1654936816.559431,TCP,192.168.1.3,45700.0,192.168.2.2,80.0,,P,T1586.001,,
96,1654936816.477029,1654936816.559617,TCP,192.168.2.2,80.0,192.168.1.3,45700.0,,P,T1586.001,,
97,1654936816.559599,1654936816.615757,TCP,192.168.1.3,45702.0,192.168.2.2,80.0,,P,T1586.001,,
98,1654936816.55976,1654936816.61592,TCP,192.168.2.2,80.0,192.168.1.3,45702.0,,P,T1586.001,,
99,1654936816.615878,1654936816.693458,TCP,192.168.1.3,45704.0,192.168.2.2,80.0,,P,T1586.001,,
100,1654936816.616004,1654936816.693659,TCP,192.168.2.2,80.0,192.168.1.3,45704.0,,P,T1586.001,,
101,1654936816.693645,1654936816.760167,TCP,192.168.1.3,45706.0,192.168.2.2,80.0,,P,T1586.001,,
102,1654936816.69397,1654936816.760397,TCP,192.168.2.2,80.0,192.168.1.3,45706.0,,P,T1586.001,,
103,1654936816.76035,1654936816.854866,TCP,192.168.1.3,45708.0,192.168.2.2,80.0,,P,T1586.001,,
104,1654936816.76052,1654936816.855201,TCP,192.168.2.2,80.0,192.168.1.3,45708.0,,P,T1586.001,,
105,1654936816.855007,1654936816.910023,TCP,192.168.1.3,45710.0,192.168.2.2,80.0,,P,T1586.001,,
106,1654936816.855209,1654936816.910208,TCP,192.168.2.2,80.0,192.168.1.3,45710.0,,P,T1586.001,,
107,1654936816.910125,1654936817.038868,TCP,192.168.1.3,45712.0,192.168.2.2,80.0,,P,T1586.001,,
108,1654936816.910275,1654936817.039575,TCP,192.168.2.2,80.0,192.168.1.3,45712.0,,P,T1586.001,,
109,1654936817.039354,1654936817.207183,TCP,192.168.1.3,45714.0,192.168.2.2,80.0,,P,T1586.001,,
110,1654936817.039914,1654936817.207848,TCP,192.168.2.2,80.0,192.168.1.3,45714.0,,P,T1586.001,,
111,1654936817.207313,1654936817.366539,TCP,192.168.1.3,45716.0,192.168.2.2,80.0,,P,T1586.001,,
112,1654936817.207868,1654936817.366974,TCP,192.168.2.2,80.0,192.168.1.3,45716.0,,P,T1586.001,,
113,1654936817.367075,1654936817.456306,TCP,192.168.1.3,45718.0,192.168.2.2,80.0,,P,T1586.001,,
114,1654936817.367635,1654936817.456697,TCP,192.168.2.2,80.0,192.168.1.3,45718.0,,P,T1586.001,,
115,1654936817.456715,1654936817.608803,TCP,192.168.1.3,45720.0,192.168.2.2,80.0,,P,T1586.001,,
116,1654936817.457159,1654936817.609353,TCP,192.168.2.2,80.0,192.168.1.3,45720.0,,P,T1586.001,,
117,1654936817.608923,1654936817.780456,TCP,192.168.1.3,45722.0,192.168.2.2,80.0,,P,T1586.001,,
118,1654936817.60937,1654936817.780911,TCP,192.168.2.2,80.0,192.168.1.3,45722.0,,P,T1586.001,,
119,1654936817.780689,1654936817.882974,TCP,192.168.1.3,45724.0,192.168.2.2,80.0,,P,T1586.001,,
120,1654936817.781123,1654936817.88322,TCP,192.168.2.2,80.0,192.168.1.3,45724.0,,P,T1586.001,,
121,1654936817.883221,1654936817.975595,TCP,192.168.1.3,45726.0,192.168.2.2,80.0,,P,T1586.001,,
