"Flow Number, ",Seq,Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
1.0,1,1775153224.031908,1775153224.031908,UDP,10.0.0.2,38960,10.0.0.1,53,,P,T1565.002,1.0,1.0
,2,1775153224.038475,1775153224.038475,UDP,10.0.0.1,53,10.0.0.2,38960,,,,,
