"Flow Number, Seq",Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
1,1713371649.421438,1713371649.421438,TCP,10.10.1.10,2303,10.10.1.2,80,,P,T1499,1.0,1.0
2,1713371649.4214652,1713371652.9258451,TCP,10.10.1.2,80,10.10.1.10,2303,,,,,
3,1713371649.4224567,1713371649.4224567,TCP,10.10.1.10,2304,10.10.1.2,80,,P,T1499,1.0,1.0
4,1713371649.422465,1713371652.725972,TCP,10.10.1.2,80,10.10.1.10,2304,,,,,
5,1713371649.423484,1713371649.423484,TCP,10.10.1.10,2305,10.10.1.2,80,,P,T1499,1.0,1.0
6,1713371649.423491,1713371652.5258932,TCP,10.10.1.2,80,10.10.1.10,2305,,,,,
7,1713371649.4245057,1713371649.4245057,TCP,10.10.1.10,2306,10.10.1.2,80,,P,T1499,1.0,1.0
8,1713371649.424512,1713371652.7259552,TCP,10.10.1.2,80,10.10.1.10,2306,,,,,
9,1713371649.4255257,1713371649.4255257,TCP,10.10.1.10,2307,10.10.1.2,80,,P,T1499,1.0,1.0
10,1713371649.425532,1713371652.5259593,TCP,10.10.1.2,80,10.10.1.10,2307,,,,,
11,1713371649.4265456,1713371649.4265456,TCP,10.10.1.10,2308,10.10.1.2,80,,P,T1499,1.0,1.0
12,1713371649.4265523,1713371652.72608,TCP,10.10.1.2,80,10.10.1.10,2308,,,,,
13,1713371649.4275668,1713371649.4275668,TCP,10.10.1.10,2309,10.10.1.2,80,,P,T1499,1.0,1.0
14,1713371649.4275737,1713371652.5258732,TCP,10.10.1.2,80,10.10.1.10,2309,,,,,
15,1713371649.4285843,1713371649.4285843,TCP,10.10.1.10,2310,10.10.1.2,80,,P,T1499,1.0,1.0
16,1713371649.4285913,1713371652.925933,TCP,10.10.1.2,80,10.10.1.10,2310,,,,,
17,1713371649.4296093,1713371649.4296093,TCP,10.10.1.10,2311,10.10.1.2,80,,P,T1499,1.0,1.0
18,1713371649.4296155,1713371652.5258398,TCP,10.10.1.2,80,10.10.1.10,2311,,,,,
19,1713371649.4306316,1713371649.4306316,TCP,10.10.1.10,2312,10.10.1.2,80,,P,T1499,1.0,1.0
20,1713371649.4306383,1713371652.5259092,TCP,10.10.1.2,80,10.10.1.10,2312,,,,,
21,1713371649.4316533,1713371649.4316533,TCP,10.10.1.10,2313,10.10.1.2,80,,P,T1499,1.0,1.0
22,1713371649.4316604,1713371652.5258844,TCP,10.10.1.2,80,10.10.1.10,2313,,,,,
23,1713371649.4326987,1713371649.4326987,TCP,10.10.1.10,2314,10.10.1.2,80,,P,T1499,1.0,1.0
24,1713371649.432706,1713371652.7260935,TCP,10.10.1.2,80,10.10.1.10,2314,,,,,
25,1713371649.4337227,1713371649.4337227,TCP,10.10.1.10,2315,10.10.1.2,80,,P,T1499,1.0,1.0
26,1713371649.43373,1713371652.925972,TCP,10.10.1.2,80,10.10.1.10,2315,,,,,
27,1713371649.4348297,1713371649.4348297,TCP,10.10.1.10,2316,10.10.1.2,80,,P,T1499,1.0,1.0
28,1713371649.4348364,1713371652.5259368,TCP,10.10.1.2,80,10.10.1.10,2316,,,,,
29,1713371649.4358563,1713371649.4358563,TCP,10.10.1.10,2317,10.10.1.2,80,,P,T1499,1.0,1.0
30,1713371649.4358633,1713371652.72586,TCP,10.10.1.2,80,10.10.1.10,2317,,,,,
31,1713371649.4369211,1713371649.4369211,TCP,10.10.1.10,2318,10.10.1.2,80,,P,T1499,1.0,1.0
32,1713371649.4369285,1713371652.5259464,TCP,10.10.1.2,80,10.10.1.10,2318,,,,,
33,1713371649.4379716,1713371649.4379716,TCP,10.10.1.10,2319,10.10.1.2,80,,P,T1499,1.0,1.0
34,1713371649.4379785,1713371652.7260747,TCP,10.10.1.2,80,10.10.1.10,2319,,,,,
35,1713371649.4389937,1713371649.4389937,TCP,10.10.1.10,2320,10.10.1.2,80,,P,T1499,1.0,1.0
36,1713371649.4390008,1713371652.725868,TCP,10.10.1.2,80,10.10.1.10,2320,,,,,
37,1713371649.440014,1713371649.440014,TCP,10.10.1.10,2321,10.10.1.2,80,,P,T1499,1.0,1.0
38,1713371649.4400203,1713371652.925885,TCP,10.10.1.2,80,10.10.1.10,2321,,,,,
39,1713371649.4410336,1713371649.4410336,TCP,10.10.1.10,2322,10.10.1.2,80,,P,T1499,1.0,1.0
40,1713371649.4410405,1713371652.7258656,TCP,10.10.1.2,80,10.10.1.10,2322,,,,,
41,1713371649.4420545,1713371649.4420545,TCP,10.10.1.10,2323,10.10.1.2,80,,P,T1499,1.0,1.0
42,1713371649.4420612,1713371652.7259324,TCP,10.10.1.2,80,10.10.1.10,2323,,,,,
43,1713371649.4430752,1713371649.4430752,TCP,10.10.1.10,2324,10.10.1.2,80,,P,T1499,1.0,1.0
44,1713371649.4430823,1713371652.5259323,TCP,10.10.1.2,80,10.10.1.10,2324,,,,,
45,1713371649.444095,1713371649.444095,TCP,10.10.1.10,2325,10.10.1.2,80,,P,T1499,1.0,1.0
46,1713371649.444102,1713371652.52588,TCP,10.10.1.2,80,10.10.1.10,2325,,,,,
47,1713371649.4451158,1713371649.4451158,TCP,10.10.1.10,2326,10.10.1.2,80,,P,T1499,1.0,1.0
48,1713371649.4451227,1713371652.9258816,TCP,10.10.1.2,80,10.10.1.10,2326,,,,,
49,1713371649.4461365,1713371649.4461365,TCP,10.10.1.10,2327,10.10.1.2,80,,P,T1499,1.0,1.0
50,1713371649.4461432,1713371652.7260904,TCP,10.10.1.2,80,10.10.1.10,2327,,,,,
51,1713371649.4471571,1713371649.4471571,TCP,10.10.1.10,2328,10.10.1.2,80,,P,T1499,1.0,1.0
52,1713371649.4471643,1713371652.9260013,TCP,10.10.1.2,80,10.10.1.10,2328,,,,,
53,1713371649.448177,1713371649.448177,TCP,10.10.1.10,2329,10.10.1.2,80,,P,T1499,1.0,1.0
54,1713371649.4481845,1713371652.7260609,TCP,10.10.1.2,80,10.10.1.10,2329,,,,,
55,1713371649.4491968,1713371649.4491968,TCP,10.10.1.10,2330,10.10.1.2,80,,P,T1499,1.0,1.0
56,1713371649.4492035,1713371652.9258518,TCP,10.10.1.2,80,10.10.1.10,2330,,,,,
57,1713371649.4502704,1713371649.4502704,TCP,10.10.1.10,2331,10.10.1.2,80,,P,T1499,1.0,1.0
58,1713371649.450277,1713371652.5258665,TCP,10.10.1.2,80,10.10.1.10,2331,,,,,
59,1713371649.4512987,1713371649.4512987,TCP,10.10.1.10,2332,10.10.1.2,80,,P,T1499,1.0,1.0
60,1713371649.4513054,1713371652.7260587,TCP,10.10.1.2,80,10.10.1.10,2332,,,,,
61,1713371649.452319,1713371649.452319,TCP,10.10.1.10,2333,10.10.1.2,80,,P,T1499,1.0,1.0
62,1713371649.4523256,1713371652.7260785,TCP,10.10.1.2,80,10.10.1.10,2333,,,,,
63,1713371649.453339,1713371649.453339,TCP,10.10.1.10,2334,10.10.1.2,80,,P,T1499,1.0,1.0
64,1713371649.4533465,1713371652.9259076,TCP,10.10.1.2,80,10.10.1.10,2334,,,,,
65,1713371649.4543593,1713371649.4543593,TCP,10.10.1.10,2335,10.10.1.2,80,,P,T1499,1.0,1.0
