Flow Number,Seq,Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
67.0,133,1718361877.996671,1718361877.997895,TCP,192.168.10.8,49814,192.168.10.10,389,,L,,0.0,0.0
,134,1718361877.996725,1718361877.997988,TCP,192.168.10.10,389,192.168.10.8,49814,,,,,
68.0,135,1718361877.998876,1718361878.001248,TCP,192.168.10.8,49815,192.168.10.10,389,,L,,0.0,0.0
,136,1718361877.998936,1718361878.001414,TCP,192.168.10.10,389,192.168.10.8,49815,,,,,
69.0,137,1718361878.002805,1718361878.003798,TCP,192.168.10.8,49816,192.168.10.10,389,,L,,0.0,0.0
,138,1718361878.002882,1718361878.003848,TCP,192.168.10.10,389,192.168.10.8,49816,,,,,
70.0,139,1718361878.244251,1718361878.244251,TCP,192.168.10.10,41913,192.168.10.8,61948,,L,,0.0,0.0
,140,1718361878.244492,1718361878.244492,TCP,192.168.10.8,61948,192.168.10.10,41913,,,,,
71.0,141,1718361877.673303,1718361878.578293,TCP,192.168.10.8,49806,192.168.10.10,135,,L,,0.0,0.0
,142,1718361877.673388,1718361877.681583,TCP,192.168.10.10,135,192.168.10.8,49806,,,,,
72.0,143,1718361877.675913,1718361878.578436,TCP,192.168.10.8,49807,192.168.10.10,6404,,L,,0.0,0.0
,144,1718361877.675956,1718361877.682847,TCP,192.168.10.10,6404,192.168.10.8,49807,,,,,
73.0,145,1718361878.745378,1718361878.745378,TCP,192.168.10.10,41913,192.168.10.8,61948,,L,,0.0,0.0
,146,1718361878.748197,1718361878.748197,TCP,192.168.10.8,61948,192.168.10.10,41913,,,,,
74.0,147,1718361879.249286,1718361879.249286,TCP,192.168.10.10,41913,192.168.10.8,61948,,L,,0.0,0.0
,148,1718361879.249616,1718361879.249616,TCP,192.168.10.8,61948,192.168.10.10,41913,,,,,
75.0,149,1718361879.749818,1718361879.749818,TCP,192.168.10.10,41913,192.168.10.8,61948,,L,,0.0,0.0
,150,1718361879.750148,1718361879.750148,TCP,192.168.10.8,61948,192.168.10.10,41913,,,,,
