Seq,Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
213,1654970474.024844,1654970474.3251872,TCP,192.168.1.3,40700,192.168.2.2,80,,P,T1595.109,,
214,1654970474.025124,1654970474.3254125,TCP,192.168.2.2,80,192.168.1.3,40700,,,,,
215,1654970473.9880817,1654970474.34085,TCP,192.168.1.3,40692,192.168.2.2,80,,P,T1595.110,,
216,1654970473.9885669,1654970474.3410945,TCP,192.168.2.2,80,192.168.1.3,40692,,,,,
217,1654970474.0080476,1654970474.3409722,TCP,192.168.1.3,40698,192.168.2.2,80,,P,T1595.111,,
218,1654970474.0084336,1654970474.3411703,TCP,192.168.2.2,80,192.168.1.3,40698,,,,,
219,1654970474.057632,1654970474.3740008,TCP,192.168.1.3,40710,192.168.2.2,80,,P,T1595.112,,
220,1654970474.05798,1654970474.374198,TCP,192.168.2.2,80,192.168.1.3,40710,,,,,
221,1654970474.059844,1654970474.4042516,TCP,192.168.1.3,40712,192.168.2.2,80,,P,T1595.113,,
222,1654970474.060092,1654970474.4045208,TCP,192.168.2.2,80,192.168.1.3,40712,,,,,
223,1654970474.0402622,1654970474.4056957,TCP,192.168.1.3,40708,192.168.2.2,80,,P,T1595.114,,
224,1654970474.0406792,1654970474.4060223,TCP,192.168.2.2,80,192.168.1.3,40708,,,,,
225,1654970474.2171235,1654970474.5001345,TCP,192.168.1.3,40716,192.168.2.2,80,,P,T1595.115,,
226,1654970474.217368,1654970474.5003064,TCP,192.168.2.2,80,192.168.1.3,40716,,,,,
227,1654970474.3067715,1654970474.5985923,TCP,192.168.1.3,40726,192.168.2.2,80,,P,T1595.116,,
228,1654970474.3077765,1654970474.5991442,TCP,192.168.2.2,80,192.168.1.3,40726,,,,,
229,1654970474.0710032,1654970474.5985923,TCP,192.168.1.3,40714,192.168.2.2,80,,P,T1595.117,,
230,1654970474.0713012,1654970474.5991604,TCP,192.168.2.2,80,192.168.1.3,40714,,,,,
231,1654970474.321364,1654970474.5997553,TCP,192.168.1.3,40732,192.168.2.2,80,,P,T1595.118,,
232,1654970474.3215191,1654970474.600032,TCP,192.168.2.2,80,192.168.1.3,40732,,,,,
233,1654970474.2892876,1654970474.6007178,TCP,192.168.1.3,40724,192.168.2.2,80,,P,T1595.119,,
234,1654970474.289566,1654970474.6010969,TCP,192.168.2.2,80,192.168.1.3,40724,,,,,
235,1654970474.2845187,1654970474.6062975,TCP,192.168.1.3,40722,192.168.2.2,80,,P,T1595.120,,
236,1654970474.284796,1654970474.6065304,TCP,192.168.2.2,80,192.168.1.3,40722,,,,,
237,1654970474.253163,1654970474.6078055,TCP,192.168.1.3,40720,192.168.2.2,80,,P,T1595.121,,
238,1654970474.2580285,1654970474.608111,TCP,192.168.2.2,80,192.168.1.3,40720,,,,,
239,1654970474.2323892,1654970474.609786,TCP,192.168.1.3,40718,192.168.2.2,80,,P,T1595.122,,
240,1654970474.232843,1654970474.6100576,TCP,192.168.2.2,80,192.168.1.3,40718,,,,,
241,1654970474.318503,1654970474.619624,TCP,192.168.1.3,40730,192.168.2.2,80,,P,T1595.123,,
242,1654970474.3187485,1654970474.6199627,TCP,192.168.2.2,80,192.168.1.3,40730,,,,,
243,1654970474.4062245,1654970474.6489055,TCP,192.168.1.3,40744,192.168.2.2,80,,P,T1595.124,,
244,1654970474.4064522,1654970474.6491745,TCP,192.168.2.2,80,192.168.1.3,40744,,,,,
245,1654970474.374131,1654970474.652773,TCP,192.168.1.3,40740,192.168.2.2,80,,P,T1595.125,,
246,1654970474.3743088,1654970474.653099,TCP,192.168.2.2,80,192.168.1.3,40740,,,,,
247,1654970474.3077972,1654970474.661545,TCP,192.168.1.3,40728,192.168.2.2,80,,P,T1595.126,,
248,1654970474.3079498,1654970474.6618795,TCP,192.168.2.2,80,192.168.1.3,40728,,,,,
249,1654970474.3409724,1654970474.6619463,TCP,192.168.1.3,40736,192.168.2.2,80,,P,T1595.127,,
250,1654970474.3411772,1654970474.662238,TCP,192.168.2.2,80,192.168.1.3,40736,,,,,
251,1654970474.3252852,1654970474.6619463,TCP,192.168.1.3,40734,192.168.2.2,80,,P,T1595.128,,
252,1654970474.325535,1654970474.66225,TCP,192.168.2.2,80,192.168.1.3,40734,,,,,
253,1654970474.341114,1654970474.6645207,TCP,192.168.1.3,40738,192.168.2.2,80,,P,T1595.129,,
254,1654970474.3412924,1654970474.6648166,TCP,192.168.2.2,80,192.168.1.3,40738,,,,,
255,1654970474.404384,1654970474.6674016,TCP,192.168.1.3,40742,192.168.2.2,80,,P,T1595.130,,
256,1654970474.4046972,1654970474.667798,TCP,192.168.2.2,80,192.168.1.3,40742,,,,,
257,1654970474.5001347,1654970474.6733155,TCP,192.168.1.3,40746,192.168.2.2,80,,P,T1595.131,,
258,1654970474.5003996,1654970474.6736035,TCP,192.168.2.2,80,192.168.1.3,40746,,,,,
259,1654970474.5993536,1654970474.8772905,TCP,192.168.1.3,40752,192.168.2.2,80,,P,T1595.132,,
260,1654970474.599806,1654970474.8777168,TCP,192.168.2.2,80,192.168.1.3,40752,,,,,
