"Flow Number, Seq",Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
205,1713203649.7085707,1713203649.7085707,UDP,192.168.1.1,53.0,10.0.2.15,33075.0,,,,,
206,1713203649.7008958,1713203649.7084744,UDP,10.0.2.15,54138.0,192.168.1.1,53.0,,P,T1612,,
207,1713203649.7085712,1713203649.7229822,UDP,192.168.1.1,53.0,10.0.2.15,54138.0,,,,,
208,1713203649.7251098,1713203649.7331097,UDP,10.0.2.15,34991.0,192.168.1.1,53.0,,P,T1612,,
209,1713203649.7330956,1713203649.7477896,UDP,192.168.1.1,53.0,10.0.2.15,34991.0,,,,,
210,1713203649.7331097,1713203649.7474368,UDP,10.0.2.15,50683.0,192.168.1.1,53.0,,P,T1612,,
211,1713203649.7477894,1713203649.750399,UDP,192.168.1.1,53.0,10.0.2.15,50683.0,,,,,
212,1713203653.7023225,1713203653.7023225,UDP,10.0.2.15,43064.0,192.168.1.1,53.0,,P,T1612,,
213,1713203653.7320192,1713203653.7320192,UDP,192.168.1.1,53.0,10.0.2.15,43064.0,,,,,
214,1713203653.7005625,1713203653.7378924,UDP,10.0.2.15,42371.0,192.168.1.1,53.0,,P,T1612,,
215,1713203653.7320192,1713203653.749055,UDP,192.168.1.1,53.0,10.0.2.15,42371.0,,,,,
216,1713203653.7566693,1713203653.772694,UDP,10.0.2.15,38236.0,192.168.1.1,53.0,,P,T1612,,
217,1713203653.7644083,1713203653.798754,UDP,192.168.1.1,53.0,10.0.2.15,38236.0,,,,,
218,1713203653.77195,1713203653.7989843,UDP,10.0.2.15,60918.0,192.168.1.1,53.0,,P,T1612,,
219,1713203653.7987535,1713203653.8043056,UDP,192.168.1.1,53.0,10.0.2.15,60918.0,,,,,
220,1713203654.2946534,1713203654.2946534,UDP,10.0.2.15,47548.0,192.168.1.1,53.0,,P,T1612,,
221,1713203654.2996373,1713203654.2996373,UDP,192.168.1.1,53.0,10.0.2.15,47548.0,,,,,
222,1713203654.2944531,1713203654.3001058,UDP,10.0.2.15,60122.0,192.168.1.1,53.0,,P,T1612,,
223,1713203654.2996373,1713203654.3122692,UDP,192.168.1.1,53.0,10.0.2.15,60122.0,,,,,
224,1713203654.3245428,1713203654.33815,UDP,10.0.2.15,39599.0,192.168.1.1,53.0,,P,T1612,,
225,1713203654.33787,1713203654.3527317,UDP,192.168.1.1,53.0,10.0.2.15,39599.0,,,,,
226,1713203654.3243952,1713203654.3383515,UDP,10.0.2.15,45311.0,192.168.1.1,53.0,,P,T1612,,
227,1713203654.33787,1713203654.352732,UDP,192.168.1.1,53.0,10.0.2.15,45311.0,,,,,
228,1713203655.114032,1713203655.114032,UDP,10.0.2.15,59624.0,192.168.1.1,53.0,,P,T1612,,
229,1713203655.1264608,1713203655.1264608,UDP,192.168.1.1,53.0,10.0.2.15,59624.0,,,,,
230,1713203655.1137476,1713203655.1288235,UDP,10.0.2.15,33764.0,192.168.1.1,53.0,,P,T1612,,
231,1713203655.1264603,1713203655.1380875,UDP,192.168.1.1,53.0,10.0.2.15,33764.0,,,,,
232,1713203655.1386895,1713203655.1430569,UDP,10.0.2.15,45257.0,192.168.1.1,53.0,,P,T1612,,
233,1713203655.1428232,1713203655.1582792,UDP,192.168.1.1,53.0,10.0.2.15,45257.0,,,,,
234,1713203655.1388636,1713203655.1435208,UDP,10.0.2.15,44943.0,192.168.1.1,53.0,,P,T1612,,
235,1713203655.143303,1713203655.1582797,UDP,192.168.1.1,53.0,10.0.2.15,44943.0,,,,,
238,1713203382.2559428,1713203740.4076934,UDP,10.0.2.15,34036.0,108.61.171.103,21116.0,,P,T1612,,
239,1713203382.3020732,1713203741.4020154,UDP,108.61.171.103,21116.0,10.0.2.15,34036.0,,,,,
