"Flow Number, Seq",Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
35,1713375519.6574636,1713375519.6574636,TCP,10.10.1.9,1147.0,10.10.1.2,80.0,,P,T1499.019,1.0,1.0
36,1713375519.657458,1713375519.657458,TCP,10.10.1.2,80.0,10.10.1.9,1147.0,,,,,
37,1713375519.6595128,1713375519.6595128,TCP,10.10.1.9,1148.0,10.10.1.2,80.0,,P,T1499.020,1.0,1.0
38,1713375519.6595068,1713375519.6595068,TCP,10.10.1.2,80.0,10.10.1.9,1148.0,,,,,
39,1713375519.6615448,1713375519.6615448,TCP,10.10.1.9,1149.0,10.10.1.2,80.0,,P,T1499.021,1.0,1.0
40,1713375519.6615388,1713375519.6615388,TCP,10.10.1.2,80.0,10.10.1.9,1149.0,,,,,
41,1713375519.6635673,1713375519.6635673,TCP,10.10.1.9,1150.0,10.10.1.2,80.0,,P,T1499.022,1.0,1.0
42,1713375519.663561,1713375519.663561,TCP,10.10.1.2,80.0,10.10.1.9,1150.0,,,,,
43,1713375519.665589,1713375519.665589,TCP,10.10.1.9,1151.0,10.10.1.2,80.0,,P,T1499.023,1.0,1.0
44,1713375519.6655831,1713375519.6655831,TCP,10.10.1.2,80.0,10.10.1.9,1151.0,,,,,
45,1713375519.6676123,1713375519.6676123,TCP,10.10.1.9,1152.0,10.10.1.2,80.0,,P,T1499.024,1.0,1.0
46,1713375519.6676064,1713375519.6676064,TCP,10.10.1.2,80.0,10.10.1.9,1152.0,,,,,
47,1713375519.6696427,1713375519.6696427,TCP,10.10.1.9,1153.0,10.10.1.2,80.0,,P,T1499.025,1.0,1.0
48,1713375519.6696367,1713375519.6696367,TCP,10.10.1.2,80.0,10.10.1.9,1153.0,,,,,
49,1713375519.6717129,1713375519.6717129,TCP,10.10.1.9,1154.0,10.10.1.2,80.0,,P,T1499.026,1.0,1.0
50,1713375519.671707,1713375519.671707,TCP,10.10.1.2,80.0,10.10.1.9,1154.0,,,,,
51,1713375519.6737351,1713375519.6737351,TCP,10.10.1.9,1155.0,10.10.1.2,80.0,,P,T1499.027,1.0,1.0
52,1713375519.6737294,1713375519.6737294,TCP,10.10.1.2,80.0,10.10.1.9,1155.0,,,,,
53,1713375519.6757565,1713375519.6757565,TCP,10.10.1.9,1156.0,10.10.1.2,80.0,,P,T1499.028,1.0,1.0
54,1713375519.6757505,1713375519.6757505,TCP,10.10.1.2,80.0,10.10.1.9,1156.0,,,,,
55,1713375519.6777835,1713375519.6777835,TCP,10.10.1.9,1157.0,10.10.1.2,80.0,,P,T1499.029,1.0,1.0
56,1713375519.6777775,1713375519.6777775,TCP,10.10.1.2,80.0,10.10.1.9,1157.0,,,,,
57,1713375519.6798055,1713375519.6798055,TCP,10.10.1.9,1158.0,10.10.1.2,80.0,,P,T1499.030,1.0,1.0
58,1713375519.6797996,1713375519.6797996,TCP,10.10.1.2,80.0,10.10.1.9,1158.0,,,,,
59,1713375519.6818252,1713375519.6818252,TCP,10.10.1.9,1159.0,10.10.1.2,80.0,,P,T1499.031,1.0,1.0
60,1713375519.6818192,1713375519.6818192,TCP,10.10.1.2,80.0,10.10.1.9,1159.0,,,,,
61,1713375519.6838453,1713375519.6838453,TCP,10.10.1.9,1160.0,10.10.1.2,80.0,,P,T1499.032,1.0,1.0
62,1713375519.6838396,1713375519.6838396,TCP,10.10.1.2,80.0,10.10.1.9,1160.0,,,,,
63,1713375519.685866,1713375519.685866,TCP,10.10.1.9,1161.0,10.10.1.2,80.0,,P,T1499.033,1.0,1.0
64,1713375519.68586,1713375519.68586,TCP,10.10.1.2,80.0,10.10.1.9,1161.0,,,,,
65,1713375519.6878877,1713375519.6878877,TCP,10.10.1.9,1162.0,10.10.1.2,80.0,,P,T1499.034,1.0,1.0
66,1713375519.6878812,1713375519.6878812,TCP,10.10.1.2,80.0,10.10.1.9,1162.0,,,,,
67,1713375519.6899076,1713375519.6899076,TCP,10.10.1.9,1163.0,10.10.1.2,80.0,,P,T1499.035,1.0,1.0
68,1713375519.6899014,1713375519.6899014,TCP,10.10.1.2,80.0,10.10.1.9,1163.0,,,,,
69,1713375519.6919277,1713375519.6919277,TCP,10.10.1.9,1164.0,10.10.1.2,80.0,,P,T1499.036,1.0,1.0
70,1713375519.6919217,1713375519.6919217,TCP,10.10.1.2,80.0,10.10.1.9,1164.0,,,,,
71,1713375519.6939487,1713375519.6939487,TCP,10.10.1.9,1165.0,10.10.1.2,80.0,,P,T1499.037,1.0,1.0
72,1713375519.6939423,1713375519.6939423,TCP,10.10.1.2,80.0,10.10.1.9,1165.0,,,,,
73,1713375519.69597,1713375519.69597,TCP,10.10.1.9,1166.0,10.10.1.2,80.0,,P,T1499.038,1.0,1.0
74,1713375519.695964,1713375519.695964,TCP,10.10.1.2,80.0,10.10.1.9,1166.0,,,,,
75,1713375519.6979897,1713375519.6979897,TCP,10.10.1.9,1167.0,10.10.1.2,80.0,,P,T1499.039,1.0,1.0
76,1713375519.6979835,1713375519.6979835,TCP,10.10.1.2,80.0,10.10.1.9,1167.0,,,,,
77,1713375519.7000103,1713375519.7000103,TCP,10.10.1.9,1168.0,10.10.1.2,80.0,,P,T1499.040,1.0,1.0
78,1713375519.7000048,1713375519.7000048,TCP,10.10.1.2,80.0,10.10.1.9,1168.0,,,,,
79,1713375519.702031,1713375519.702031,TCP,10.10.1.9,1169.0,10.10.1.2,80.0,,P,T1499.041,1.0,1.0
80,1713375519.7020252,1713375519.7020252,TCP,10.10.1.2,80.0,10.10.1.9,1169.0,,,,,
81,1713375519.704052,1713375519.704052,TCP,10.10.1.9,1170.0,10.10.1.2,80.0,,P,T1499.042,1.0,1.0
82,1713375519.7040462,1713375519.7040462,TCP,10.10.1.2,80.0,10.10.1.9,1170.0,,,,,
83,1713375519.706073,1713375519.706073,TCP,10.10.1.9,1171.0,10.10.1.2,80.0,,P,T1499.043,1.0,1.0
84,1713375519.7060664,1713375519.7060664,TCP,10.10.1.2,80.0,10.10.1.9,1171.0,,,,,
85,1713375519.708092,1713375519.708092,TCP,10.10.1.9,1172.0,10.10.1.2,80.0,,P,T1499.044,1.0,1.0
86,1713375519.708086,1713375519.708086,TCP,10.10.1.2,80.0,10.10.1.9,1172.0,,,,,
87,1713375519.710111,1713375519.710111,TCP,10.10.1.9,1173.0,10.10.1.2,80.0,,P,T1499.045,1.0,1.0
88,1713375519.7101052,1713375519.7101052,TCP,10.10.1.2,80.0,10.10.1.9,1173.0,,,,,
89,1713375519.712132,1713375519.712132,TCP,10.10.1.9,1174.0,10.10.1.2,80.0,,P,T1499.046,1.0,1.0
90,1713375519.7121258,1713375519.7121258,TCP,10.10.1.2,80.0,10.10.1.9,1174.0,,,,,
91,1713375519.7141523,1713375519.7141523,TCP,10.10.1.9,1175.0,10.10.1.2,80.0,,P,T1499.047,1.0,1.0
92,1713375519.7141464,1713375519.7141464,TCP,10.10.1.2,80.0,10.10.1.9,1175.0,,,,,
93,1713375519.7161713,1713375519.7161713,TCP,10.10.1.9,1176.0,10.10.1.2,80.0,,P,T1499.048,1.0,1.0
94,1713375519.7161653,1713375519.7161653,TCP,10.10.1.2,80.0,10.10.1.9,1176.0,,,,,
95,1713375519.7181916,1713375519.7181916,TCP,10.10.1.9,1177.0,10.10.1.2,80.0,,P,T1499.049,1.0,1.0
96,1713375519.7181857,1713375519.7181857,TCP,10.10.1.2,80.0,10.10.1.9,1177.0,,,,,
97,1713375519.7202134,1713375519.7202134,TCP,10.10.1.9,1178.0,10.10.1.2,80.0,,P,T1499.050,1.0,1.0
98,1713375519.7202077,1713375519.7202077,TCP,10.10.1.2,80.0,10.10.1.9,1178.0,,,,,
99,1713375519.722232,1713375519.722232,TCP,10.10.1.9,1179.0,10.10.1.2,80.0,,P,T1499.051,1.0,1.0
100,1713375519.7222264,1713375519.7222264,TCP,10.10.1.2,80.0,10.10.1.9,1179.0,,,,,
101,1713375519.724252,1713375519.724252,TCP,10.10.1.9,1180.0,10.10.1.2,80.0,,P,T1499.052,1.0,1.0
102,1713375519.724246,1713375519.724246,TCP,10.10.1.2,80.0,10.10.1.9,1180.0,,,,,
103,1713375519.7262728,1713375519.7262728,TCP,10.10.1.9,1181.0,10.10.1.2,80.0,,P,T1499.053,1.0,1.0
104,1713375519.726267,1713375519.726267,TCP,10.10.1.2,80.0,10.10.1.9,1181.0,,,,,
105,1713375519.7282925,1713375519.7282925,TCP,10.10.1.9,1182.0,10.10.1.2,80.0,,P,T1499.054,1.0,1.0
106,1713375519.7282867,1713375519.7282867,TCP,10.10.1.2,80.0,10.10.1.9,1182.0,,,,,
107,1713375519.7303145,1713375519.7303145,TCP,10.10.1.9,1183.0,10.10.1.2,80.0,,P,T1499.055,1.0,1.0
108,1713375519.7303083,1713375519.7303083,TCP,10.10.1.2,80.0,10.10.1.9,1183.0,,,,,
109,1713375519.7323344,1713375519.7323344,TCP,10.10.1.9,1184.0,10.10.1.2,80.0,,P,T1499.056,1.0,1.0
110,1713375519.732329,1713375519.732329,TCP,10.10.1.2,80.0,10.10.1.9,1184.0,,,,,
111,1713375519.7343535,1713375519.7343535,TCP,10.10.1.9,1185.0,10.10.1.2,80.0,,P,T1499.057,1.0,1.0
112,1713375519.7343478,1713375519.7343478,TCP,10.10.1.2,80.0,10.10.1.9,1185.0,,,,,
113,1713375519.736374,1713375519.736374,TCP,10.10.1.9,1186.0,10.10.1.2,80.0,,P,T1499.058,1.0,1.0
114,1713375519.736368,1713375519.736368,TCP,10.10.1.2,80.0,10.10.1.9,1186.0,,,,,
115,1713375519.738393,1713375519.738393,TCP,10.10.1.9,1187.0,10.10.1.2,80.0,,P,T1499.059,1.0,1.0
116,1713375519.738387,1713375519.738387,TCP,10.10.1.2,80.0,10.10.1.9,1187.0,,,,,
117,1713375519.7404149,1713375519.7404149,TCP,10.10.1.9,1188.0,10.10.1.2,80.0,,P,T1499.060,1.0,1.0
118,1713375519.740409,1713375519.740409,TCP,10.10.1.2,80.0,10.10.1.9,1188.0,,,,,
119,1713375519.742434,1713375519.742434,TCP,10.10.1.9,1189.0,10.10.1.2,80.0,,P,T1499.061,1.0,1.0
120,1713375519.742428,1713375519.742428,TCP,10.10.1.2,80.0,10.10.1.9,1189.0,,,,,
121,1713375519.7444544,1713375519.7444544,TCP,10.10.1.9,1190.0,10.10.1.2,80.0,,P,T1499.062,1.0,1.0
122,1713375519.744448,1713375519.744448,TCP,10.10.1.2,80.0,10.10.1.9,1190.0,,,,,
123,1713375519.7464764,1713375519.7464764,TCP,10.10.1.9,1191.0,10.10.1.2,80.0,,P,T1499.063,1.0,1.0
124,1713375519.7464688,1713375519.7464688,TCP,10.10.1.2,80.0,10.10.1.9,1191.0,,,,,
125,1713375519.748495,1713375519.748495,TCP,10.10.1.9,1192.0,10.10.1.2,80.0,,P,T1499.064,1.0,1.0
126,1713375519.748489,1713375519.748489,TCP,10.10.1.2,80.0,10.10.1.9,1192.0,,,,,
127,1713375519.7505164,1713375519.7505164,TCP,10.10.1.9,1193.0,10.10.1.2,80.0,,P,T1499.065,1.0,1.0
128,1713375519.7505107,1713375519.7505107,TCP,10.10.1.2,80.0,10.10.1.9,1193.0,,,,,
129,1713375519.7525349,1713375519.7525349,TCP,10.10.1.9,1194.0,10.10.1.2,80.0,,P,T1499.066,1.0,1.0
130,1713375519.752529,1713375519.752529,TCP,10.10.1.2,80.0,10.10.1.9,1194.0,,,,,
131,1713375519.7545552,1713375519.7545552,TCP,10.10.1.9,1195.0,10.10.1.2,80.0,,P,T1499.067,1.0,1.0
132,1713375519.7545493,1713375519.7545493,TCP,10.10.1.2,80.0,10.10.1.9,1195.0,,,,,
133,1713375519.756574,1713375519.756574,TCP,10.10.1.9,1196.0,10.10.1.2,80.0,,P,T1499.068,1.0,1.0
134,1713375519.756568,1713375519.756568,TCP,10.10.1.2,80.0,10.10.1.9,1196.0,,,,,
135,1713375519.7585957,1713375519.7585957,TCP,10.10.1.9,1197.0,10.10.1.2,80.0,,P,T1499.069,1.0,1.0
136,1713375519.75859,1713375519.75859,TCP,10.10.1.2,80.0,10.10.1.9,1197.0,,,,,
137,1713375519.760616,1713375519.760616,TCP,10.10.1.9,1198.0,10.10.1.2,80.0,,P,T1499.070,1.0,1.0
138,1713375519.76061,1713375519.76061,TCP,10.10.1.2,80.0,10.10.1.9,1198.0,,,,,
139,1713375519.762635,1713375519.762635,TCP,10.10.1.9,1199.0,10.10.1.2,80.0,,P,T1499.071,1.0,1.0
140,1713375519.7626293,1713375519.7626293,TCP,10.10.1.2,80.0,10.10.1.9,1199.0,,,,,
141,1713375519.764656,1713375519.764656,TCP,10.10.1.9,1200.0,10.10.1.2,80.0,,P,T1499.072,1.0,1.0
142,1713375519.76465,1713375519.76465,TCP,10.10.1.2,80.0,10.10.1.9,1200.0,,,,,
143,1713375519.7666764,1713375519.7666764,TCP,10.10.1.9,1201.0,10.10.1.2,80.0,,P,T1499.073,1.0,1.0
144,1713375519.7666705,1713375519.7666705,TCP,10.10.1.2,80.0,10.10.1.9,1201.0,,,,,
145,1713375519.768697,1713375519.768697,TCP,10.10.1.9,1202.0,10.10.1.2,80.0,,P,T1499.074,1.0,1.0
146,1713375519.7686913,1713375519.7686913,TCP,10.10.1.2,80.0,10.10.1.9,1202.0,,,,,
147,1713375519.7707164,1713375519.7707164,TCP,10.10.1.9,1203.0,10.10.1.2,80.0,,P,T1499.075,1.0,1.0
148,1713375519.7707105,1713375519.7707105,TCP,10.10.1.2,80.0,10.10.1.9,1203.0,,,,,
149,1713375519.7727358,1713375519.7727358,TCP,10.10.1.9,1204.0,10.10.1.2,80.0,,P,T1499.076,1.0,1.0
150,1713375519.77273,1713375519.77273,TCP,10.10.1.2,80.0,10.10.1.9,1204.0,,,,,
151,1713375519.774757,1713375519.774757,TCP,10.10.1.9,1205.0,10.10.1.2,80.0,,P,T1499.077,1.0,1.0
152,1713375519.7747512,1713375519.7747512,TCP,10.10.1.2,80.0,10.10.1.9,1205.0,,,,,
153,1713375519.776784,1713375519.776784,TCP,10.10.1.9,1206.0,10.10.1.2,80.0,,P,T1499.078,1.0,1.0
154,1713375519.776778,1713375519.776778,TCP,10.10.1.2,80.0,10.10.1.9,1206.0,,,,,
155,1713375519.778802,1713375519.778802,TCP,10.10.1.9,1207.0,10.10.1.2,80.0,,P,T1499.079,1.0,1.0
156,1713375519.7787962,1713375519.7787962,TCP,10.10.1.2,80.0,10.10.1.9,1207.0,,,,,
157,1713375519.7808225,1713375519.7808225,TCP,10.10.1.9,1208.0,10.10.1.2,80.0,,P,T1499.080,1.0,1.0
158,1713375519.7808166,1713375519.7808166,TCP,10.10.1.2,80.0,10.10.1.9,1208.0,,,,,
159,1713375519.7828412,1713375519.7828412,TCP,10.10.1.9,1209.0,10.10.1.2,80.0,,P,T1499.081,1.0,1.0
160,1713375519.7828355,1713375519.7828355,TCP,10.10.1.2,80.0,10.10.1.9,1209.0,,,,,
161,1713375519.7848625,1713375519.7848625,TCP,10.10.1.9,1210.0,10.10.1.2,80.0,,P,T1499.082,1.0,1.0
162,1713375519.7848563,1713375519.7848563,TCP,10.10.1.2,80.0,10.10.1.9,1210.0,,,,,
163,1713375519.786882,1713375519.786882,TCP,10.10.1.9,1211.0,10.10.1.2,80.0,,P,T1499.083,1.0,1.0
164,1713375519.786876,1713375519.786876,TCP,10.10.1.2,80.0,10.10.1.9,1211.0,,,,,
165,1713375519.788903,1713375519.788903,TCP,10.10.1.9,1212.0,10.10.1.2,80.0,,P,T1499.084,1.0,1.0
166,1713375519.7888968,1713375519.7888968,TCP,10.10.1.2,80.0,10.10.1.9,1212.0,,,,,
167,1713375519.7909224,1713375519.7909224,TCP,10.10.1.9,1213.0,10.10.1.2,80.0,,P,T1499.085,1.0,1.0
168,1713375519.7909167,1713375519.7909167,TCP,10.10.1.2,80.0,10.10.1.9,1213.0,,,,,
169,1713375519.792943,1713375519.792943,TCP,10.10.1.9,1214.0,10.10.1.2,80.0,,P,T1499.086,1.0,1.0
170,1713375519.7929363,1713375519.7929363,TCP,10.10.1.2,80.0,10.10.1.9,1214.0,,,,,
171,1713375519.7949636,1713375519.7949636,TCP,10.10.1.9,1215.0,10.10.1.2,80.0,,P,T1499.087,1.0,1.0
172,1713375519.7949572,1713375519.7949572,TCP,10.10.1.2,80.0,10.10.1.9,1215.0,,,,,
173,1713375519.7969816,1713375519.7969816,TCP,10.10.1.9,1216.0,10.10.1.2,80.0,,P,T1499.088,1.0,1.0
174,1713375519.7969756,1713375519.7969756,TCP,10.10.1.2,80.0,10.10.1.9,1216.0,,,,,
175,1713375519.7990034,1713375519.7990034,TCP,10.10.1.9,1217.0,10.10.1.2,80.0,,P,T1499.089,1.0,1.0
176,1713375519.7989976,1713375519.7989976,TCP,10.10.1.2,80.0,10.10.1.9,1217.0,,,,,
177,1713375519.8010244,1713375519.8010244,TCP,10.10.1.9,1218.0,10.10.1.2,80.0,,P,T1499.090,1.0,1.0
178,1713375519.8010185,1713375519.8010185,TCP,10.10.1.2,80.0,10.10.1.9,1218.0,,,,,
179,1713375519.8030431,1713375519.8030431,TCP,10.10.1.9,1219.0,10.10.1.2,80.0,,P,T1499.091,1.0,1.0
180,1713375519.8030376,1713375519.8030376,TCP,10.10.1.2,80.0,10.10.1.9,1219.0,,,,,
181,1713375519.8050668,1713375519.8050668,TCP,10.10.1.9,1220.0,10.10.1.2,80.0,,P,T1499.092,1.0,1.0
182,1713375519.80506,1713375519.80506,TCP,10.10.1.2,80.0,10.10.1.9,1220.0,,,,,
183,1713375519.8070838,1713375519.8070838,TCP,10.10.1.9,1221.0,10.10.1.2,80.0,,P,T1499.093,1.0,1.0
184,1713375519.8070776,1713375519.8070776,TCP,10.10.1.2,80.0,10.10.1.9,1221.0,,,,,
185,1713375519.8091035,1713375519.8091035,TCP,10.10.1.9,1222.0,10.10.1.2,80.0,,P,T1499.094,1.0,1.0
186,1713375519.809098,1713375519.809098,TCP,10.10.1.2,80.0,10.10.1.9,1222.0,,,,,
187,1713375519.8111231,1713375519.8111231,TCP,10.10.1.9,1223.0,10.10.1.2,80.0,,P,T1499.095,1.0,1.0
188,1713375519.8111172,1713375519.8111172,TCP,10.10.1.2,80.0,10.10.1.9,1223.0,,,,,
189,1713375519.8131435,1713375519.8131435,TCP,10.10.1.9,1224.0,10.10.1.2,80.0,,P,T1499.096,1.0,1.0
190,1713375519.8131368,1713375519.8131368,TCP,10.10.1.2,80.0,10.10.1.9,1224.0,,,,,
191,1713375519.8151636,1713375519.8151636,TCP,10.10.1.9,1225.0,10.10.1.2,80.0,,P,T1499.097,1.0,1.0
192,1713375519.815158,1713375519.815158,TCP,10.10.1.2,80.0,10.10.1.9,1225.0,,,,,
193,1713375519.8171835,1713375519.8171835,TCP,10.10.1.9,1226.0,10.10.1.2,80.0,,P,T1499.098,1.0,1.0
194,1713375519.8171778,1713375519.8171778,TCP,10.10.1.2,80.0,10.10.1.9,1226.0,,,,,
195,1713375519.8192103,1713375519.8192103,TCP,10.10.1.9,1227.0,10.10.1.2,80.0,,P,T1499.099,1.0,1.0
196,1713375519.8192048,1713375519.8192048,TCP,10.10.1.2,80.0,10.10.1.9,1227.0,,,,,
197,1713375519.8212316,1713375519.8212316,TCP,10.10.1.9,1228.0,10.10.1.2,80.0,,P,T1499.100,1.0,1.0
198,1713375519.8212256,1713375519.8212256,TCP,10.10.1.2,80.0,10.10.1.9,1228.0,,,,,
199,1713375519.8232503,1713375519.8232503,TCP,10.10.1.9,1229.0,10.10.1.2,80.0,,P,T1499.101,1.0,1.0
200,1713375519.8232446,1713375519.8232446,TCP,10.10.1.2,80.0,10.10.1.9,1229.0,,,,,
201,1713375519.82527,1713375519.82527,TCP,10.10.1.9,1230.0,10.10.1.2,80.0,,P,T1499.102,1.0,1.0
202,1713375519.8252642,1713375519.8252642,TCP,10.10.1.2,80.0,10.10.1.9,1230.0,,,,,
203,1713375519.8272913,1713375519.8272913,TCP,10.10.1.9,1231.0,10.10.1.2,80.0,,P,T1499.103,1.0,1.0
204,1713375519.8272853,1713375519.8272853,TCP,10.10.1.2,80.0,10.10.1.9,1231.0,,,,,
205,1713375519.8293116,1713375519.8293116,TCP,10.10.1.9,1232.0,10.10.1.2,80.0,,P,T1499.104,1.0,1.0
206,1713375519.829306,1713375519.829306,TCP,10.10.1.2,80.0,10.10.1.9,1232.0,,,,,
207,1713375519.8313315,1713375519.8313315,TCP,10.10.1.9,1233.0,10.10.1.2,80.0,,P,T1499.105,1.0,1.0
208,1713375519.831326,1713375519.831326,TCP,10.10.1.2,80.0,10.10.1.9,1233.0,,,,,
209,1713375519.833352,1713375519.833352,TCP,10.10.1.9,1234.0,10.10.1.2,80.0,,P,T1499.106,1.0,1.0
210,1713375519.833346,1713375519.833346,TCP,10.10.1.2,80.0,10.10.1.9,1234.0,,,,,
211,1713375519.835372,1713375519.835372,TCP,10.10.1.9,1235.0,10.10.1.2,80.0,,P,T1499.107,1.0,1.0
212,1713375519.8353665,1713375519.8353665,TCP,10.10.1.2,80.0,10.10.1.9,1235.0,,,,,
213,1713375519.837392,1713375519.837392,TCP,10.10.1.9,1236.0,10.10.1.2,80.0,,P,T1499.108,1.0,1.0
214,1713375519.8373864,1713375519.8373864,TCP,10.10.1.2,80.0,10.10.1.9,1236.0,,,,,
215,1713375519.8394108,1713375519.8394108,TCP,10.10.1.9,1237.0,10.10.1.2,80.0,,P,T1499.109,1.0,1.0
216,1713375519.8394053,1713375519.8394053,TCP,10.10.1.2,80.0,10.10.1.9,1237.0,,,,,
217,1713375519.8414311,1713375519.8414311,TCP,10.10.1.9,1238.0,10.10.1.2,80.0,,P,T1499.110,1.0,1.0
218,1713375519.8414257,1713375519.8414257,TCP,10.10.1.2,80.0,10.10.1.9,1238.0,,,,,
219,1713375519.8434544,1713375519.8434544,TCP,10.10.1.9,1239.0,10.10.1.2,80.0,,P,T1499.111,1.0,1.0
220,1713375519.8434484,1713375519.8434484,TCP,10.10.1.2,80.0,10.10.1.9,1239.0,,,,,
221,1713375519.845471,1713375519.845471,TCP,10.10.1.9,1240.0,10.10.1.2,80.0,,P,T1499.112,1.0,1.0
222,1713375519.8454647,1713375519.8454647,TCP,10.10.1.2,80.0,10.10.1.9,1240.0,,,,,
223,1713375519.8474903,1713375519.8474903,TCP,10.10.1.9,1241.0,10.10.1.2,80.0,,P,T1499.113,1.0,1.0
224,1713375519.8474848,1713375519.8474848,TCP,10.10.1.2,80.0,10.10.1.9,1241.0,,,,,
225,1713375519.849511,1713375519.849511,TCP,10.10.1.9,1242.0,10.10.1.2,80.0,,P,T1499.114,1.0,1.0
226,1713375519.8495047,1713375519.8495047,TCP,10.10.1.2,80.0,10.10.1.9,1242.0,,,,,
227,1713375519.8515308,1713375519.8515308,TCP,10.10.1.9,1243.0,10.10.1.2,80.0,,P,T1499.115,1.0,1.0
228,1713375519.8515253,1713375519.8515253,TCP,10.10.1.2,80.0,10.10.1.9,1243.0,,,,,
229,1713375519.85355,1713375519.85355,TCP,10.10.1.9,1244.0,10.10.1.2,80.0,,P,T1499.116,1.0,1.0
230,1713375519.853544,1713375519.853544,TCP,10.10.1.2,80.0,10.10.1.9,1244.0,,,,,
231,1713375519.855571,1713375519.855571,TCP,10.10.1.9,1245.0,10.10.1.2,80.0,,P,T1499.117,1.0,1.0
232,1713375519.8555653,1713375519.8555653,TCP,10.10.1.2,80.0,10.10.1.9,1245.0,,,,,
