Flow Number,Seq,Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
,106,1710268009.4772637,1710268009.6617048,TCP,192.168.0.2,80.0,192.168.0.10,49786.0,,,,,
56.0,107,1710268010.1301715,1710268010.1301715,UDP,192.168.0.10,50176.0,192.168.0.2,53.0,,L,,0.0,0.0
,108,1710268010.1566887,1710268010.1566887,UDP,192.168.0.2,53.0,192.168.0.10,50176.0,,,,,
57.0,109,1710268010.1312127,1710268010.1312127,UDP,192.168.0.10,56829.0,192.168.0.2,53.0,,L,,0.0,0.0
,110,1710268010.1718328,1710268010.1718328,UDP,192.168.0.2,53.0,192.168.0.10,56829.0,,,,,
58.0,111,1710268012.0897627,1710268012.0897627,UDP,192.168.0.10,52676.0,192.168.0.2,53.0,,L,,0.0,0.0
,112,1710268012.090094,1710268012.090094,UDP,192.168.0.2,53.0,192.168.0.10,52676.0,,,,,
59.0,113,1710268012.0902176,1710268012.0902176,UDP,192.168.0.10,52578.0,192.168.0.2,53.0,,L,,0.0,0.0
,114,1710268012.0905347,1710268012.0905347,UDP,192.168.0.2,53.0,192.168.0.10,52578.0,,,,,
60.0,115,1710268011.479962,1710268012.1128356,TCP,192.168.0.10,49790.0,192.168.0.2,80.0,,L,,0.0,0.0
,116,1710268011.479988,1710268012.1128566,TCP,192.168.0.2,80.0,192.168.0.10,49790.0,,,,,
61.0,117,1710268012.3777363,1710268012.3777363,UDP,192.168.0.10,64722.0,192.168.0.2,53.0,,L,,0.0,0.0
,118,1710268012.4115667,1710268012.4115667,UDP,192.168.0.2,53.0,192.168.0.10,64722.0,,,,,
62.0,119,1710268012.4070237,1710268012.4070237,UDP,192.168.0.10,61618.0,192.168.0.2,53.0,,L,,0.0,0.0
,120,1710268012.4475095,1710268012.4475095,UDP,192.168.0.2,53.0,192.168.0.10,61618.0,,,,,
63.0,121,1710268012.4073577,1710268012.4073577,UDP,192.168.0.10,57356.0,192.168.0.2,53.0,,L,,0.0,0.0
,122,1710268012.4636135,1710268012.4636135,UDP,192.168.0.2,53.0,192.168.0.10,57356.0,,,,,
64.0,123,1710268012.9895208,1710268012.9895208,UDP,192.168.0.10,49930.0,192.168.0.2,53.0,,L,,0.0,0.0
,124,1710268013.8270907,1710268013.8270907,UDP,192.168.0.2,53.0,192.168.0.10,49930.0,,,,,
65.0,125,1710268012.990213,1710268012.990213,UDP,192.168.0.10,57796.0,192.168.0.2,53.0,,L,,0.0,0.0
,126,1710268013.8315487,1710268013.8315487,UDP,192.168.0.2,53.0,192.168.0.10,57796.0,,,,,
66.0,127,1710267950.3799188,1710268013.4547038,UDP,fe80::67b2:d41f:ef95:83c7,546.0,ff02::1:2,547.0,,L,,0.0,0.0
,128,1710267951.2552736,1710268015.2585163,UDP,192.168.0.10,5353.0,224.0.0.251,5353.0,,,,,
67.0,129,1710267951.2557163,1710268015.258943,UDP,fe80::67b2:d41f:ef95:83c7,5353.0,ff02::fb,5353.0,,L,,0.0,0.0
,130,1710268019.1575837,1710268019.1575837,UDP,192.168.0.10,54965.0,192.168.0.2,53.0,,,,,
68.0,131,1710268019.1579318,1710268019.1579318,UDP,192.168.0.2,53.0,192.168.0.10,54965.0,,L,,0.0,0.0
,132,1710268022.8827689,1710268022.8827689,UDP,192.168.0.10,63485.0,192.168.0.2,53.0,,,,,
69.0,133,1710268022.8830433,1710268022.8830433,UDP,192.168.0.2,53.0,192.168.0.10,63485.0,,L,,0.0,0.0
,134,1710268027.881328,1710268027.881328,UDP,192.168.0.10,62939.0,192.168.0.2,53.0,,,,,
70.0,135,1710268027.881541,1710268027.881541,UDP,192.168.0.2,53.0,192.168.0.10,62939.0,,L,,0.0,0.0
,136,1710268028.8816965,1710268028.8816965,UDP,192.168.0.10,54508.0,192.168.0.2,53.0,,,,,
71.0,137,1710268028.9930873,1710268028.9930873,UDP,192.168.0.2,53.0,192.168.0.10,54508.0,,L,,0.0,0.0
,138,1710268040.4742644,1710268040.4742644,UDP,192.168.0.10,61063.0,192.168.0.2,53.0,,,,,
72.0,139,1710268040.499986,1710268040.499986,UDP,192.168.0.2,53.0,192.168.0.10,61063.0,,L,,0.0,0.0
,140,1710268040.474893,1710268040.474893,UDP,192.168.0.10,64775.0,192.168.0.2,53.0,,,,,
73.0,141,1710268040.4751527,1710268040.4751527,UDP,192.168.0.2,53.0,192.168.0.10,64775.0,,L,,0.0,0.0
,142,1710268044.1207192,1710268044.1207192,UDP,192.168.0.10,57826.0,192.168.0.2,53.0,,,,,
74.0,143,1710268044.121044,1710268044.121044,UDP,192.168.0.2,53.0,192.168.0.10,57826.0,,L,,0.0,0.0
,144,1710268044.1214178,1710268044.1214178,UDP,192.168.0.10,64514.0,192.168.0.2,53.0,,,,,
75.0,145,1710268044.1217136,1710268044.1217136,UDP,192.168.0.2,53.0,192.168.0.10,64514.0,,L,,0.0,0.0
,148,1710268045.9920976,1710268045.9920976,UDP,192.168.0.10,58540.0,192.168.0.2,53.0,,,,,
76.0,149,1710268046.04527,1710268046.04527,UDP,192.168.0.2,53.0,192.168.0.10,58540.0,,L,,0.0,0.0
,150,1710268047.8597326,1710268047.8597326,UDP,192.168.0.10,56791.0,192.168.0.2,53.0,,,,,
77.0,151,1710268047.860062,1710268047.860062,UDP,192.168.0.2,53.0,192.168.0.10,56791.0,,L,,0.0,0.0
,152,1710268047.860373,1710268047.860373,UDP,192.168.0.10,56853.0,192.168.0.2,53.0,,,,,
78.0,153,1710268047.89228,1710268047.89228,UDP,192.168.0.2,53.0,192.168.0.10,56853.0,,L,,0.0,0.0
,154,1710268049.9810028,1710268049.9810028,UDP,192.168.0.10,63712.0,192.168.0.2,53.0,,,,,
